date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2/15/2015,Quarter3,finishing,Sunday,12,0.8,4.08,1007,1080,0,0,0,0,9,0.876444444
2/15/2015,Quarter3,sweing,Sunday,12,0.8,15.26,1021,1440,50,0,0,0,34,0.800806306
2/15/2015,Quarter3,finishing,Sunday,5,0.75,4.15,1100,240,0,0,0,0,2,0.760833333
2/15/2015,Quarter3,sweing,Sunday,5,0.8,30.1,1037,7140,0,0,0,0,59.5,0.722568627
2/15/2015,Quarter3,finishing,Sunday,11,0.6,2.9,972,1200,0,0,0,0,10,0.715333333
2/15/2015,Quarter3,sweing,Sunday,7,0.7,30.1,961,7080,0,0,0,1,59,0.700632768
2/15/2015,Quarter3,sweing,Sunday,8,0.7,30.1,1128,5880,40,2,10,1,59,0.700573099
2/15/2015,Quarter3,sweing,Sunday,6,0.75,18.79,1140,4080,0,0,0,0,34,0.681598039
2/15/2015,Quarter3,sweing,Sunday,11,0.65,11.41,1110,2640,23,0,0,2,53,0.650223718
2/15/2015,Quarter3,finishing,Sunday,8,0.7,4.15,1027,960,0,0,0,0,8,0.605208333
2/15/2015,Quarter3,finishing,Sunday,6,0.8,2.9,897,960,0,0,0,0,8,0.604166667
2/15/2015,Quarter3,sweing,Sunday,4,0.75,30.1,998,7140,0,0,0,1,59.5,0.598627451
2/15/2015,Quarter3,sweing,Sunday,3,0.6,30.1,1060,6960,30,0,0,1,58,0.475718391
2/15/2015,Quarter3,sweing,Sunday,2,0.8,22.52,1120,6900,0,0,0,0,57.5,0.432122899
2/15/2015,Quarter3,finishing,Sunday,4,0.75,4.15,969,2400,0,0,0,0,20,0.287041667
2/15/2015,Quarter3,sweing,Sunday,9,0.5,18.79,1045,5280,0,0,0,1,54,0.283054487
2/16/2015,Quarter3,sweing,Monday,1,0.8,22.52,943,6840,113,0,0,0,57,1.000230409
2/16/2015,Quarter3,finishing,Monday,9,0.8,3.94,1119,1200,0,0,0,0,10,0.960433333
2/16/2015,Quarter3,finishing,Monday,12,0.8,4.08,1024,1080,0,0,0,0,9,0.891555556
2/16/2015,Quarter3,finishing,Monday,3,0.5,4.15,1023,960,0,0,0,0,8,0.864583333
2/16/2015,Quarter3,sweing,Monday,3,0.65,30.1,1068,600,63,0,0,1,58,0.802243319
2/16/2015,Quarter3,sweing,Monday,5,0.8,30.1,1002,0,0,0,0,0,59,0.800980392
2/16/2015,Quarter3,sweing,Monday,12,0.8,15.26,1164,3720,38,0,0,0,34,0.800312375
2/16/2015,Quarter3,finishing,Monday,6,0.8,2.9,1099,960,0,0,0,0,8,0.773333333
2/16/2015,Quarter3,sweing,Monday,6,0.75,18.79,960,3960,0,0,0,0,33,0.75065101
2/16/2015,Quarter3,sweing,Monday,4,0.75,30.1,1165,7020,0,0,0,1,58,0.750356125
2/16/2015,Quarter3,finishing,Monday,4,0.75,4.15,1100,1800,0,0,0,0,15,0.722333333
2/16/2015,Quarter3,sweing,Monday,7,0.7,30.1,1173,600,30,0,0,1,59,0.700459889
2/16/2015,Quarter3,finishing,Monday,5,0.75,4.15,1026,1200,0,0,0,0,10,0.629416667
2/16/2015,Quarter3,sweing,Monday,8,0.7,30.1,957,7080,27,2,10,2,59,0.621971751
2/16/2015,Quarter3,sweing,Monday,11,0.7,11.41,1126,2160,30,0,0,2,54,0.565972222
2/16/2015,Quarter3,sweing,Monday,10,0.6,18.22,1121,5280,0,0,0,1,44,0.35542803
2/16/2015,Quarter3,sweing,Monday,9,0.6,18.79,974,5400,0,0,0,1,54,0.329964879
2/16/2015,Quarter3,finishing,Monday,7,0.7,4.15,1173,1800,0,0,0,0,15,0.258
2/17/2015,Quarter3,sweing,Tuesday,1,0.8,22.52,1138,6840,113,0,0,0,57,1.000230409
2/17/2015,Quarter3,finishing,Tuesday,10,0.8,3.94,1155,960,0,0,0,0,8,0.927541667
2/17/2015,Quarter3,finishing,Tuesday,7,0.7,5.13,1049,1200,0,0,0,0,10,0.91375
2/17/2015,Quarter3,finishing,Tuesday,12,0.8,5.13,937,1080,0,0,0,0,9,0.9025
2/17/2015,Quarter3,sweing,Tuesday,12,0.8,15.26,1033,4080,38,0,0,0,34,0.800401961
2/17/2015,Quarter3,finishing,Tuesday,3,0.5,5.13,1077,1800,0,0,0,0,15,0.7866
2/17/2015,Quarter3,sweing,Tuesday,6,0.75,18.79,989,3360,0,0,0,0,33,0.750621354
2/17/2015,Quarter3,sweing,Tuesday,4,0.75,30.1,1113,7020,45,0,0,1,58,0.750356125
2/17/2015,Quarter3,finishing,Tuesday,6,0.8,2.9,1112,960,0,0,0,0,8,0.749166667
2/17/2015,Quarter3,sweing,Tuesday,7,0.7,30.1,1043,840,30,0,0,1,59,0.700888203
2/17/2015,Quarter3,sweing,Tuesday,11,0.7,11.41,1088,3420,30,0,0,2,56,0.700614035
2/17/2015,Quarter3,sweing,Tuesday,3,0.7,30.1,1028,6960,50,0,0,1,58,0.700603448
2/17/2015,Quarter3,finishing,Tuesday,4,0.75,5.13,988,960,0,0,0,0,8,0.656666667
2/17/2015,Quarter3,sweing,Tuesday,5,0.8,30.1,1103,7140,0,0,0,0,59,0.653431373
2/17/2015,Quarter3,sweing,Tuesday,9,0.65,18.79,1025,5520,0,0,0,1,51,0.650134
2/17/2015,Quarter3,sweing,Tuesday,8,0.6,29.4,939,0,23,5,30,2,58,0.600982906
2/17/2015,Quarter3,finishing,Tuesday,9,0.8,3.94,1029,960,0,0,0,0,8,0.586041667
2/17/2015,Quarter3,finishing,Tuesday,2,0.8,5.13,1122,1800,0,0,0,0,15,0.5814
2/17/2015,Quarter3,sweing,Tuesday,2,0.5,30.33,975,6720,0,0,0,1,56,0.361071429
2/17/2015,Quarter3,sweing,Tuesday,10,0.65,18.22,1141,0,0,8,35,1,49,0.302117347
2/18/2015,Quarter3,finishing,Wednesday,12,0.8,5.13,1063,1200,0,0,0,0,10,0.9918
2/18/2015,Quarter3,finishing,Wednesday,6,0.8,2.9,1058,1440,0,0,0,0,12,0.936861111
2/18/2015,Quarter3,finishing,Wednesday,2,0.8,5.13,1118,1440,0,0,0,0,12,0.919125
2/18/2015,Quarter3,sweing,Wednesday,11,0.7,11.41,1078,3360,30,0,0,2,56,0.8211125
2/18/2015,Quarter3,sweing,Wednesday,4,0.8,30.1,918,480,50,0,0,1,58,0.800980392
2/18/2015,Quarter3,sweing,Wednesday,5,0.8,30.1,1118,0,0,0,0,0,59,0.800980392
2/18/2015,Quarter3,sweing,Wednesday,12,0.8,15.26,979,4080,63,0,0,0,34,0.800401961
2/18/2015,Quarter3,sweing,Wednesday,1,0.8,22.52,948,3960,63,0,0,0,57,0.800279693
2/18/2015,Quarter3,sweing,Wednesday,6,0.75,18.79,1153,3960,34,0,0,0,33,0.75065101
2/18/2015,Quarter3,sweing,Wednesday,7,0.75,30.1,1025,2280,45,0,0,1,59,0.75053268
2/18/2015,Quarter3,finishing,Wednesday,4,0.75,5.13,1130,960,0,0,0,0,8,0.734645833
2/18/2015,Quarter3,sweing,Wednesday,3,0.7,30.1,1037,0,40,0,0,1,58,0.700603448
2/18/2015,Quarter3,sweing,Wednesday,9,0.7,18.79,1104,4560,30,0,0,1,51,0.70009573
2/18/2015,Quarter3,finishing,Wednesday,7,0.7,5.13,1147,960,0,0,0,0,8,0.671875
2/18/2015,Quarter3,finishing,Wednesday,10,0.8,3.94,1045,960,0,0,0,0,8,0.64025
2/18/2015,Quarter3,finishing,Wednesday,8,0.7,5.13,895,960,0,0,0,0,8,0.58
2/18/2015,Quarter3,finishing,Wednesday,9,0.8,3.94,1025,960,0,0,0,0,8,0.549791667
2/18/2015,Quarter3,sweing,Wednesday,2,0.6,30.33,1006,6840,0,0,0,1,57,0.328131579
2/18/2015,Quarter3,sweing,Wednesday,10,0.7,19.68,1154,5640,0,8,35,1,47,0.303574468
2/18/2015,Quarter3,finishing,Wednesday,3,0.5,5.13,975,960,0,0,0,0,8,0.2565
2/18/2015,Quarter3,sweing,Wednesday,8,0.65,29.4,1142,4560,0,4.5,30,2,57,0.251399254
2/19/2015,Quarter3,finishing,Thursday,3,0.5,5.13,1005,2880,0,0,0,0,12,0.81640625
2/19/2015,Quarter3,sweing,Thursday,12,0.8,15.26,1175,1080,38,0,0,0,34,0.800711494
2/19/2015,Quarter3,sweing,Thursday,1,0.8,22.52,983,3840,63,0,0,0,57,0.800470513
2/19/2015,Quarter3,sweing,Thursday,4,0.8,30.1,1128,7020,63,0,0,1,58.5,0.800094017
2/19/2015,Quarter3,sweing,Thursday,5,0.8,30.1,987,600,63,3.5,15,0,59.5,0.799982853
2/19/2015,Quarter3,finishing,Thursday,6,0.8,2.9,921,4320,0,0,0,0,18,0.785864198
2/19/2015,Quarter3,sweing,Thursday,6,0.75,18.79,1164,3960,56,0,0,0,33,0.75065101
2/19/2015,Quarter3,finishing,Thursday,10,0.8,3.94,1007,2400,0,0,0,0,10,0.733277778
2/19/2015,Quarter3,finishing,Thursday,2,0.8,5.13,1074,3600,0,0,0,0,15,0.710125
2/19/2015,Quarter3,sweing,Thursday,3,0.7,30.1,1073,6960,50,0,0,1,58,0.700603448
2/19/2015,Quarter3,sweing,Thursday,11,0.7,11.41,981,3480,30,0,0,2,58,0.700540441
2/19/2015,Quarter3,sweing,Thursday,8,0.7,29.4,1155,6240,0,0,0,2,57,0.7
2/19/2015,Quarter3,finishing,Thursday,4,0.75,5.13,1175,1920,0,0,0,0,8,0.684027778
2/19/2015,Quarter3,finishing,Thursday,8,0.7,5.13,1053,1920,0,0,0,0,8,0.672135417
2/19/2015,Quarter3,sweing,Thursday,9,0.7,18.79,966,6120,30,0,0,1,51,0.638614379
2/19/2015,Quarter3,finishing,Thursday,5,0.75,5.13,953,1920,0,0,0,0,8,0.631354167
2/19/2015,Quarter3,sweing,Thursday,7,0.75,30.1,953,0,0,5,20,1,59,0.611140537
2/19/2015,Quarter3,finishing,Thursday,12,0.8,5.13,974,2160,0,0,0,0,9,0.609583333
2/19/2015,Quarter3,sweing,Thursday,2,0.65,30.33,1124,6840,0,0,0,1,57,0.585315789
2/19/2015,Quarter3,sweing,Thursday,10,0.7,19.68,1115,5760,0,0,0,1,48,0.249416667
2/22/2015,Quarter4,finishing,Sunday,3,0.5,5.13,1049,1800,0,0,0,0,15,0.8721
2/22/2015,Quarter4,finishing,Sunday,6,0.8,2.9,967,960,0,0,0,0,8,0.8319375
2/22/2015,Quarter4,finishing,Sunday,2,0.8,5.13,1142,4800,0,0,0,0,20,0.8300625
2/22/2015,Quarter4,finishing,Sunday,11,0.6,2.9,1063,2880,0,0,0,0,12,0.805555556
2/22/2015,Quarter4,sweing,Sunday,12,0.8,15.26,1155,4080,63,0,0,0,34,0.800401961
2/22/2015,Quarter4,sweing,Sunday,4,0.8,30.1,899,5820,63,0,0,1,59,0.80000295
2/22/2015,Quarter4,finishing,Sunday,12,0.8,5.13,979,2400,0,0,0,0,10,0.78375
2/22/2015,Quarter4,finishing,Sunday,9,0.8,3.94,930,2400,0,0,0,0,10,0.753525
2/22/2015,Quarter4,sweing,Sunday,6,0.75,18.79,955,3960,45,0,0,0,33,0.75065101
2/22/2015,Quarter4,finishing,Sunday,1,0.8,3.94,931,2880,0,0,0,0,12,0.727349537
2/22/2015,Quarter4,sweing,Sunday,8,0.7,29.4,1063,6840,40,0,0,2,57,0.700614035
2/22/2015,Quarter4,sweing,Sunday,2,0.7,30.33,1033,6840,0,0,0,1,57,0.700605263
2/22/2015,Quarter4,sweing,Sunday,11,0.75,11.41,1159,3480,0,0,0,2,58,0.672140805
2/22/2015,Quarter4,sweing,Sunday,9,0.7,18.79,1144,3240,30,0,0,1,57,0.627011183
2/22/2015,Quarter4,sweing,Sunday,3,0.7,30.1,998,8160,33,0,0,2,58,0.626577778
2/22/2015,Quarter4,sweing,Sunday,10,0.7,21.25,996,6000,0,0,0,1,50,0.456875
2/22/2015,Quarter4,sweing,Sunday,7,0.75,30.1,1034,6960,0,3.5,20,1,58,0.393548851
2/22/2015,Quarter4,finishing,Sunday,10,0.8,3.94,1123,960,0,0,0,0,8,0.385791667
2/22/2015,Quarter4,sweing,Sunday,5,0.8,30.1,932,5700,0,4.5,25,0,60,0.307501459
2/22/2015,Quarter4,finishing,Sunday,7,0.7,5.13,972,960,0,0,0,0,8,0.283958333
2/23/2015,Quarter4,finishing,Monday,10,0.8,3.94,945,2400,0,0,0,0,20,0.955791667
2/23/2015,Quarter4,finishing,Monday,8,0.7,5.13,957,960,0,0,0,0,8,0.930416667
2/23/2015,Quarter4,finishing,Monday,12,0.8,5.13,928,1080,0,0,0,0,9,0.9025
2/23/2015,Quarter4,finishing,Monday,3,0.8,5.13,894,2160,0,0,0,0,18,0.87115
2/23/2015,Quarter4,sweing,Monday,12,0.8,15.26,1046,4080,63,0,0,0,34,0.800401961
2/23/2015,Quarter4,sweing,Monday,4,0.8,30.1,981,7140,38,0,0,1,59,0.800137255
2/23/2015,Quarter4,sweing,Monday,5,0.8,30.1,1051,7140,38,0,0,0,59,0.800137255
2/23/2015,Quarter4,sweing,Monday,7,0.75,30.1,998,6960,45,0,0,1,58,0.750770115
2/23/2015,Quarter4,sweing,Monday,6,0.75,18.79,1049,3960,45,0,0,0,33,0.75065101
2/23/2015,Quarter4,sweing,Monday,11,0.75,11.41,981,2820,0,0,0,2,58,0.750293939
2/23/2015,Quarter4,sweing,Monday,2,0.7,30.33,1057,2160,30,0,0,1,58,0.700623
2/23/2015,Quarter4,sweing,Monday,8,0.7,29.4,998,6840,40,0,0,2,57,0.700614035
2/23/2015,Quarter4,sweing,Monday,3,0.7,29.4,1094,6960,30,0,0,2,58,0.700362069
2/23/2015,Quarter4,sweing,Monday,9,0.7,18.79,1069,6000,40,0,0,1,50,0.60128
2/23/2015,Quarter4,sweing,Monday,10,0.7,21.25,972,6000,0,0,0,1,50,0.417916667
2/23/2015,Quarter4,finishing,Monday,6,0.8,2.9,905,960,0,0,0,0,8,0.3715625
2/23/2015,Quarter4,finishing,Monday,9,0.8,2.9,1142,960,0,0,0,0,8,0.3715625
2/23/2015,Quarter4,finishing,Monday,2,0.8,5.13,954,960,0,0,0,0,8,0.36871875
2/23/2015,Quarter4,finishing,Monday,7,0.7,5.13,1173,960,0,0,0,0,8,0.356458333
2/24/2015,Quarter4,finishing,Tuesday,10,0.7,2.9,1130,1800,0,0,0,0,15,0.902222222
2/24/2015,Quarter4,finishing,Tuesday,3,0.8,4.6,963,1440,0,0,0,0,12,0.811388889
2/24/2015,Quarter4,sweing,Tuesday,12,0.8,15.26,989,4080,50,0,0,0,34,0.800401961
2/24/2015,Quarter4,sweing,Tuesday,5,0.8,30.1,925,7140,50,0,0,0,60,0.800137255
2/24/2015,Quarter4,sweing,Tuesday,4,0.8,30.1,1006,6480,50,0,0,1,59,0.800071839
2/24/2015,Quarter4,finishing,Tuesday,8,0.7,4.6,1016,960,0,0,0,0,8,0.791458333
2/24/2015,Quarter4,sweing,Tuesday,7,0.75,30.1,1099,5640,45,0,0,1,59,0.750727326
2/24/2015,Quarter4,sweing,Tuesday,6,0.75,18.79,1029,3360,45,0,0,0,33,0.75065101
2/24/2015,Quarter4,sweing,Tuesday,11,0.75,11.61,917,3360,34,0,0,2,57,0.750437269
2/24/2015,Quarter4,sweing,Tuesday,3,0.75,29.4,924,5340,45,0,0,2,60,0.750176991
2/24/2015,Quarter4,finishing,Tuesday,6,0.75,2.9,951,1800,0,0,0,0,15,0.726933333
2/24/2015,Quarter4,finishing,Tuesday,9,0.7,2.9,1056,1800,0,0,0,0,15,0.726933333
2/24/2015,Quarter4,sweing,Tuesday,2,0.7,30.33,1167,1680,30,0,0,1,59,0.700623
2/24/2015,Quarter4,sweing,Tuesday,8,0.7,29.4,1015,4560,40,0,0,2,58,0.700518519
2/24/2015,Quarter4,sweing,Tuesday,9,0.7,18.79,1089,3000,30,0,0,1,52,0.700256795
2/24/2015,Quarter4,finishing,Tuesday,11,0.7,2.9,994,960,0,0,0,0,8,0.5046875
2/24/2015,Quarter4,sweing,Tuesday,10,0.7,21.25,1012,6360,0,0,0,1,53,0.471108491
2/24/2015,Quarter4,finishing,Tuesday,2,0.7,3.9,918,960,0,0,0,0,8,0.325
2/24/2015,Quarter4,sweing,Tuesday,1,0.6,22.53,1046,5040,0,0,0,1,42,0.268214286
2/25/2015,Quarter4,sweing,Wednesday,9,0.75,18.79,1130,6240,56,0,0,1,52,0.970816667
2/25/2015,Quarter4,finishing,Wednesday,5,0.8,4.6,1131,1080,0,0,0,0,9,0.902962963
2/25/2015,Quarter4,finishing,Wednesday,3,0.8,4.6,1111,2400,0,0,0,0,20,0.900833333
2/25/2015,Quarter4,finishing,Wednesday,12,0.8,4.6,1114,1800,0,0,0,0,15,0.899555556
2/25/2015,Quarter4,finishing,Wednesday,10,0.7,2.9,1168,1200,0,0,0,0,10,0.845833333
2/25/2015,Quarter4,sweing,Wednesday,4,0.8,30.1,1128,4080,50,0,0,1,59,0.800808642
2/25/2015,Quarter4,sweing,Wednesday,12,0.8,15.26,1073,4080,50,0,0,0,34,0.800401961
2/25/2015,Quarter4,sweing,Wednesday,7,0.8,30.1,994,7080,50,0,0,2,59,0.800115819
2/25/2015,Quarter4,sweing,Wednesday,6,0.75,18.79,944,3960,45,0,0,1,33,0.75065101
2/25/2015,Quarter4,sweing,Wednesday,11,0.75,11.61,911,3360,45,0,0,0,57,0.750503571
2/25/2015,Quarter4,sweing,Wednesday,3,0.75,29.4,1134,6960,45,0,0,2,58,0.750206897
2/25/2015,Quarter4,sweing,Wednesday,8,0.7,29.4,964,6960,30,0,0,1,58,0.700362069
2/25/2015,Quarter4,sweing,Wednesday,2,0.7,30.33,1017,3960,30,0,0,1,58,0.700069811
2/25/2015,Quarter4,sweing,Wednesday,10,0.7,21.82,1102,6240,0,0,0,2,52,0.700058333
2/25/2015,Quarter4,finishing,Wednesday,7,0.75,4.6,930,960,0,0,0,0,8,0.676666667
2/25/2015,Quarter4,finishing,Wednesday,8,0.7,4.6,1135,960,0,0,0,0,8,0.658541667
2/25/2015,Quarter4,sweing,Wednesday,5,0.8,30.1,956,1200,49,0,0,1,59,0.598792339
2/25/2015,Quarter4,sweing,Wednesday,1,0.65,22.53,1098,5040,0,0,0,1,42,0.581130952
2/25/2015,Quarter4,finishing,Wednesday,2,0.7,3.9,1088,960,0,0,0,0,8,0.440375
2/25/2015,Quarter4,finishing,Wednesday,6,0.75,2.9,1176,960,0,0,0,0,8,0.410833333
2/25/2015,Quarter4,finishing,Wednesday,9,0.7,2.9,1073,960,0,0,0,0,8,0.410833333
2/26/2015,Quarter4,finishing,Thursday,3,0.8,4.6,1090,6300,0,0,0,0,15,0.921703704
2/26/2015,Quarter4,finishing,Thursday,5,0.8,4.6,956,7560,0,0,0,0,18,0.921604938
2/26/2015,Quarter4,sweing,Thursday,7,0.8,30.1,975,4080,50,0,0,1,59,0.800808642
2/26/2015,Quarter4,sweing,Thursday,11,0.8,11.61,910,2820,50,0,0,2,57,0.800516667
2/26/2015,Quarter4,sweing,Thursday,12,0.8,15.26,1037,4080,63,0,0,0,34,0.800401961
2/26/2015,Quarter4,finishing,Thursday,1,0.5,3.94,1103,3360,0,0,0,0,8,0.768847222
2/26/2015,Quarter4,sweing,Thursday,6,0.75,18.79,1071,3960,45,0,0,0,33,0.75065101
2/26/2015,Quarter4,sweing,Thursday,3,0.75,29.4,1084,6840,45,0,0,2,57,0.750473684
2/26/2015,Quarter4,sweing,Thursday,9,0.75,18.79,1046,5640,45,0,0,1,52,0.750371895
2/26/2015,Quarter4,sweing,Thursday,8,0.75,29.4,934,6960,56,0,0,2,58,0.750206897
2/26/2015,Quarter4,sweing,Thursday,10,0.7,21.82,1129,3240,0,0,0,1,52,0.700251773
2/26/2015,Quarter4,sweing,Thursday,2,0.7,30.33,1096,6960,0,0,0,1,58,0.66237931
2/26/2015,Quarter4,finishing,Thursday,12,0.8,4.6,1150,3780,0,0,0,0,9,0.590617284
2/26/2015,Quarter4,finishing,Thursday,2,0.7,3.9,1088,960,0,0,0,0,8,0.5565625
2/26/2015,Quarter4,sweing,Thursday,4,0.8,30.1,932,7080,32,0,0,2,59,0.495617514
2/26/2015,Quarter4,sweing,Thursday,5,0.35,27.48,1100,6840,38,0,0,1,57,0.449964912
2/26/2015,Quarter4,finishing,Thursday,10,0.7,2.9,937,3360,0,0,0,0,8,0.410833333
2/26/2015,Quarter4,finishing,Thursday,9,0.75,2.9,1110,960,0,0,0,0,8,0.4078125
2/26/2015,Quarter4,sweing,Thursday,1,0.35,26.66,964,6600,23,0,0,2,55,0.378895152
2/26/2015,Quarter4,finishing,Thursday,8,0.75,4.6,992,3360,0,0,0,0,8,0.376597222
2/26/2015,Quarter4,finishing,Thursday,6,0.75,2.9,1157,3360,0,0,0,0,8,0.271875
2/28/2015,Quarter4,finishing,Saturday,3,0.8,4.6,910,6300,0,0,0,0,15,0.921703704
2/28/2015,Quarter4,finishing,Saturday,5,0.8,4.6,937,7560,0,0,0,0,18,0.921604938
2/28/2015,Quarter4,sweing,Saturday,11,0.8,11.61,942,0,50,0,0,2,58,0.800779018
2/28/2015,Quarter4,sweing,Saturday,12,0.8,15.26,894,1700,62,0,0,0,34,0.800260821
2/28/2015,Quarter4,sweing,Saturday,7,0.8,30.1,1134,840,38,0,0,1,59,0.799982853
2/28/2015,Quarter4,finishing,Saturday,1,0.5,3.94,954,3360,0,0,0,0,8,0.768847222
2/28/2015,Quarter4,sweing,Saturday,3,0.75,29.4,1039,4440,45,0,0,2,57,0.750716981
2/28/2015,Quarter4,sweing,Saturday,6,0.75,18.79,993,3960,45,0,0,0,33,0.75065101
2/28/2015,Quarter4,sweing,Saturday,8,0.75,29.4,1144,4560,56,0,0,2,58,0.750425926
2/28/2015,Quarter4,sweing,Saturday,9,0.75,18.79,1163,6240,45,0,0,1,52,0.750395513
2/28/2015,Quarter4,sweing,Saturday,10,0.7,21.82,1015,6120,40,0,0,1,51,0.700236601
2/28/2015,Quarter4,sweing,Saturday,2,0.7,30.33,1107,4560,0,0,0,1,58,0.700211111
2/28/2015,Quarter4,finishing,Saturday,12,0.8,4.6,905,3780,0,0,0,0,9,0.590617284
2/28/2015,Quarter4,finishing,Saturday,2,0.7,3.9,1037,960,0,0,0,0,8,0.5565625
2/28/2015,Quarter4,sweing,Saturday,5,0.5,27.48,1096,6840,30,0,0,1,57,0.550403509
2/28/2015,Quarter4,sweing,Saturday,1,0.5,26.66,1089,6840,30,0,0,2,57,0.550349708
2/28/2015,Quarter4,sweing,Saturday,4,0.5,26.66,951,6960,23,0,0,2,58,0.500258046
2/28/2015,Quarter4,finishing,Saturday,10,0.7,2.9,1131,3360,0,0,0,0,8,0.410833333
2/28/2015,Quarter4,finishing,Saturday,9,0.75,2.9,909,960,0,0,0,0,8,0.4078125
2/28/2015,Quarter4,finishing,Saturday,8,0.75,4.6,921,3360,0,0,0,0,8,0.376597222
2/28/2015,Quarter4,finishing,Saturday,6,0.75,2.9,932,3360,0,0,0,0,8,0.271875
03-01-2015,Quarter1,finishing,Sunday,3,0.8,4.6,913,10500,0,0,0,0,25,0.936355556
03-01-2015,Quarter1,finishing,Sunday,8,0.75,4.6,1149,3360,0,0,0,0,8,0.813611111
03-01-2015,Quarter1,sweing,Sunday,12,0.8,15.26,1148,4080,63,0,0,0,34,0.800401961
03-01-2015,Quarter1,sweing,Sunday,8,0.75,29.4,1009,6240,56,0,0,0,57,0.75075
03-01-2015,Quarter1,sweing,Sunday,6,0.75,18.79,1015,3960,45,0,0,0,33,0.75065101
03-01-2015,Quarter1,sweing,Sunday,3,0.75,29.4,894,6840,45,0,0,0,57,0.750473684
03-01-2015,Quarter1,sweing,Sunday,9,0.75,18.79,959,6240,34,0,0,0,52,0.750395513
03-01-2015,Quarter1,sweing,Sunday,5,0.6,27.48,1053,6720,38,0,0,0,56,0.707446429
03-01-2015,Quarter1,sweing,Sunday,10,0.7,21.82,980,5640,30,0,0,0,52,0.700236601
03-01-2015,Quarter1,sweing,Sunday,1,0.6,26.66,972,6840,38,0,0,0,57,0.700019883
03-01-2015,Quarter1,sweing,Sunday,2,0.7,30.33,907,1800,0,0,0,0,58,0.683550607
03-01-2015,Quarter1,sweing,Sunday,11,0.8,11.61,1101,0,50,4,20,0,57,0.682433036
03-01-2015,Quarter1,finishing,Sunday,4,0.6,3.94,967,960,0,0,0,0,8,0.673083333
03-01-2015,Quarter1,finishing,Sunday,10,0.7,2.9,893,3360,0,0,0,0,8,0.664583333
03-01-2015,Quarter1,sweing,Sunday,4,0.6,26.66,1136,6840,23,0,0,0,57,0.600239766
03-01-2015,Quarter1,finishing,Sunday,2,0.7,3.9,1070,960,0,0,0,0,8,0.585
03-01-2015,Quarter1,sweing,Sunday,7,0.8,30.1,1019,6960,0,3.5,15,0,58,0.579511494
03-01-2015,Quarter1,finishing,Sunday,1,0.6,3.94,1066,3360,0,0,0,0,8,0.448722222
03-01-2015,Quarter1,finishing,Sunday,9,0.75,2.9,902,960,0,0,0,0,8,0.447083333
03-01-2015,Quarter1,finishing,Sunday,7,0.8,4.6,1004,3360,0,0,0,0,8,0.350416667
03-02-2015,Quarter1,finishing,Monday,2,0.7,3.9,1083,1200,0,0,0,0,10,0.92885
03-02-2015,Quarter1,finishing,Monday,3,0.8,4.6,1031,10080,0,0,0,0,24,0.86037037
03-02-2015,Quarter1,finishing,Monday,4,0.65,3.94,1034,960,0,0,0,0,8,0.806879167
03-02-2015,Quarter1,sweing,Monday,1,0.65,26.66,1160,6840,65,0,0,0,57,0.800579532
03-02-2015,Quarter1,sweing,Monday,12,0.8,15.26,987,4080,63,0,0,0,34,0.800401961
03-02-2015,Quarter1,finishing,Monday,9,0.75,2.9,1152,1200,0,0,0,0,10,0.8004
03-02-2015,Quarter1,sweing,Monday,11,0.8,11.61,899,0,50,0,0,0,57,0.800309211
03-02-2015,Quarter1,sweing,Monday,3,0.8,29.4,1077,4680,50,0,0,0,57,0.800149813
03-02-2015,Quarter1,sweing,Monday,7,0.8,30.1,1047,7080,0,0,0,0,59,0.800115819
03-02-2015,Quarter1,finishing,Monday,8,0.75,4.6,1139,3360,0,0,0,0,8,0.773333333
03-02-2015,Quarter1,sweing,Monday,6,0.75,18.79,974,2880,34,0,0,0,33,0.750797009
03-02-2015,Quarter1,sweing,Monday,8,0.75,29.4,1092,6840,45,0,0,0,57,0.750473684
03-02-2015,Quarter1,sweing,Monday,9,0.75,18.79,1154,6240,45,0,0,0,52,0.750395513
03-02-2015,Quarter1,sweing,Monday,4,0.65,26.66,1044,6780,55,0,0,0,57,0.750254867
03-02-2015,Quarter1,sweing,Monday,5,0.65,27.48,1055,6720,34,0,0,0,56,0.700903571
03-02-2015,Quarter1,sweing,Monday,10,0.7,21.82,904,3600,30,0,0,0,51,0.70013604
03-02-2015,Quarter1,finishing,Monday,10,0.7,2.9,1038,3360,0,0,0,0,8,0.632361111
03-02-2015,Quarter1,finishing,Monday,12,0.8,4.6,1130,3780,0,0,0,0,9,0.607654321
03-02-2015,Quarter1,finishing,Monday,1,0.65,3.94,1014,3360,0,0,0,0,8,0.537919444
03-02-2015,Quarter1,finishing,Monday,7,0.8,4.6,1009,3360,0,0,0,0,8,0.342361111
03-03-2015,Quarter1,finishing,Tuesday,7,0.8,4.6,978,4200,0,0,0,0,10,0.999533333
03-03-2015,Quarter1,finishing,Tuesday,3,0.8,4.6,1156,6300,0,0,0,0,15,0.902962963
03-03-2015,Quarter1,sweing,Tuesday,11,0.8,11.41,1119,0,50,0,0,0,56,0.800701754
03-03-2015,Quarter1,sweing,Tuesday,1,0.7,26.66,945,6960,60,0,0,0,58,0.800566092
